代號,名稱,目前狀態,上市別,最近上市日,證期會代碼,TSE 產業別,會計月份,統一編號,國際證券編號,電話,傳真,網址,電子信箱,董事長,總經理,發言人,財務主管,員工人數-母公司,實收資本額(元),面額,幣別(IPO&面額),設立日期,最近一次公開發行日,TSE上市日,OTC上市日,REG上市日,創新版上市日,首次承銷價格,下市日期,最近一次撤銷公開發行日,全額交割起日(一),全額交割迄日(一),全額交割起日(二),全額交割迄日(二),全額交割起日(三),全額交割迄日(三),TSE產業名,TEJ產業名,TEJ子產業名,TSE舊產業名,主計處產業名,主要經營業務1,主要經營業務2,主要經營業務3,主要產品比重,公司中文全稱,公司英文全稱,公司中文簡稱,公司英文簡稱,公司中文地址,公司英文地址,股務單位,股務單位電話,股務單位地址,首次掛牌代碼,首次掛牌日期,首次掛牌市場,首次掛牌TSE產業,前一次TSE產業變更,前一次TSE產業變更日,前二次TSE產業變更,前二次TSE產業變更日,前三次TSE產業變更,前三次TSE產業變更日,首次掛牌名稱,前一次改名,前一次改名日期,前二次改名,前二次改名日期,前三次改名,前三次改名日期,前四次改名,前四次改名日期,首次掛牌TEJ子產業,前一次TEJ子產業變更,前一次TEJ子產業變更日,前二次TEJ子產業變更,前二次TEJ子產業變更日,前三次TEJ子產業變更,前三次TEJ子產業變更日,前四次TEJ子產業變更,前四次TEJ子產業變更日,危機發生日,危機發生迄日,危機事件大類別,危機事件大類別說明,危機事件類別,危機事件類別說明,會計師事務所,會計師1,會計師2,會計師3,會計師變更日,前一次變更市場日期,前一次變更市場,前二次變更市場日期,前二次變更市場,前三次變更市場日期,前三次變更市場,TSE產業_代碼,TSE產業_名稱,TEJ產業_代碼,TEJ產業_名稱,TEJ子產業_代碼,TEJ子產業_名稱,TSE舊產業_代碼,TSE舊產業_名稱
7768,頌勝科技,Current ,TSE,2026/05/07,7768,24,12,ID 22231552,TW0007768004,04-23550168,04-23509985,https://www.pvichem.com.tw/,ir@pvichem.com.tw,朱明癸,施文昌,林順陽(副總經理暨財務長),林順陽(副總經理暨財務長),61,"700,650,000",10,NTD,1986/07/25,2024/08/05,2026/05/07,,2025/03/31,,258,,,,,,,,,M2324 半導體業,M17F 樹脂,M17F 樹脂,M2300 電子工業,1841 塑膠原料製造業,半導體研磨墊與耗材產品,醫療與運動產品,綠色環保黏著劑、PU彈性體等材料,"2025/12:半導體研磨墊與耗材(61.74%),醫療與運動產品(30.52%),綠色環保黏著劑,PU彈性體等材料(7.74%)",頌勝科技材料,"Praise Victor Industry Co., Ltd.",頌勝科技,PVI,台中市西屯區協和里工業區十四路2 號,"No. 2, Gongyequ 14th Rd., Xitun Dist., Taichung City",元大證券股務代理單位,02-25865859,台北市敦化南路2段67號B1,7768,2025/03/31,ROTC,M2324 半導體業,,,,,,,頌勝科技材料,頌勝化學工業,1986/07/25,,,,,,,17F   樹脂,,,,,,,,,,,,,,,資誠聯合會計師事務所,王玉娟,徐建業,,2026/05/12,2026/05/07,TSE,2025/03/31,ROTC,,,M2324,半導體業,M17F,樹脂,M17F,樹脂,M2300,電子工業
7769,鴻勁,Current ,TSE,2025/11/27,7769,24,12,ID 54884366,TW0007769002,04-25608752,04-25608755,https://www.honprec.com/,ir@honprec.com,謝旼達,翁德奎,陳可欣(財務長),陳可欣(財務長),613,"1,799,300,000",10,NTD,2015/04/23,2024/08/06,2025/11/27,,2024/10/31,,"1,495",,,,,,,,,M2324 半導體業,M23H 電子設備,M23H2 電子設備,M2300 電子工業,2928 電子及半導體生產用機械設備製造業,IC測試分選機及其相關設備整合性解決方案,,,"2025/12:半導體測試及其他設備(80.51%),治具及各類模組(16.68%)",鴻勁精密,"Hon.Precision, Inc.",鴻勁,HON,台中市大雅區中清路三段758 巷11號,"No. 11, Ln. 758, Sec. 3, Zhongqing Rd., Daya Dist., Taichung City",元大證券股務代理單位,02-25865859,台北市敦化南路2段67號B1,7769,2024/10/31,ROTC,M2324 半導體業,,,,,,,鴻勁精密,,,,,,,,,23H2  電子設備,,,,,,,,,,,,,,,勤業眾信聯合會計師事務所,黃惠敏,邵志明,,2024/04/08,2025/11/27,TSE,2024/10/31,ROTC,,,M2324,半導體業,M23H,電子設備,M23H2,電子設備,M2300,電子工業
7770,君曜,Current ,OTC,2025/12/10,7770,24,12,ID 53175112,TW0007770000,03-5790045,03-5790045,http://www.zeitecsemi.com/,IR@zeitecsemi.com,林澤琦,林秉琦,江佳蓁(財會行政處長),,30,"300,620,530",10,NTD,2010/10/28,2024/09/04,,2025/12/10,2024/09/12,,58.4,,,,,,,,,M2324 半導體業,M23G 半導體,M23G5F 傳輸介面IC,M2300 電子工業,2611 積體電路製造業,高速傳輸介面影像訊號處理和高感度觸控IC相關產品之研發製造銷售,,,2025/12:積體電路(IC)設計(100.00%),君曜科技,"ZEITEC Semiconductor Co., Ltd.",君曜,ZEITEC,新竹市東區光復路二段2巷49-1號2 樓,"2F., No. 49-1, Ln. 2, Sec. 2, Guangfu Rd., East Dist., Hsinchu City",永豐金證券股務代理單位,02-23816288,台北市博愛路17號3樓,7770,2024/09/12,ROTC,M2324 半導體業,,,,,,,君曜科技,,,,,,,,,23G5F 傳輸介面IC,,,,,,,,,,,,,,,資誠聯合會計師事務所,蔣承翰,蔡欣怡,,2026/05/08,2025/12/10,OTC,2024/09/12,ROTC,,,M2324,半導體業,M23G,半導體,M23G5F,傳輸介面IC,M2300,電子工業
7772,耀穎,Current ,OTC,2026/05/08,7772,24,12,ID 80516134,TW0007772006,03-3238118,03-3238211,http://www.moe.com.tw/,moe@moe.com.tw,鄭偉民,郭晉辰,甘炎恩(總經理特別助理),張仲緯(財會部經理),114,"264,986,000",10,NTD,2003/09/05,2024/08/22,,2026/05/08,2025/06/26,,53,,,,,,,,,M2324 半導體業,M23G 半導體,M23G6 其他半導體,M2300 電子工業,2611 積體電路製造業,半導體晶圓光感濾光片製程代工,玻璃與晶圓鍍膜,光學及精密器械製造業,"2025/12:半導體圖形光學代工(88.59%),精密鍍膜光學元件(11.41%)",耀穎光電,Morrison Opto Electronics Ltd.,耀穎,MOE,桃園市蘆竹區大新路812 號,"No. 812, Daxin Rd., Luzhu Dist., Taoyuan City",兆豐證券股務代理單位,02-33930898,台北市忠孝東路2段95號1樓,7772,2025/06/26,ROTC,M2324 半導體業,,,,,,,耀穎光電,,,,,,,,,23G6  其他半導體,,,,,,,,,,,,,,,資誠聯合會計師事務所,葉翠苗,于智帆,,2025/03/26,2026/05/08,OTC,2025/06/26,ROTC,,,M2324,半導體業,M23G,半導體,M23G6,其他半導體,M2300,電子工業
7777,能率亞洲,Current ,OTC,2025/12/22,7777,20,12,ID 54398718,TW0007777005,02-27403628,02-27400658,https://www.abicoasia.com.tw/,ir@abicoasia.com.tw,謝發達,游智元,游智元(總經理),,8,"2,026,062,500",10,NTD,2015/03/10,2024/10/04,,2025/12/22,2024/10/15,,18,,,,,,,,,M9900 其他,M31B 創投,M31B 創投,M9900 其他,6640 基金管理業,創業投資業,,,"2025/12:透過損益按公允價值衡量之金融資產及負債損益(84.71%),股利收入(14.84%)",能率亞洲資本,Abico Asia Capital Corporation,能率亞洲,ABICO Asia,台北市松山區南京東路3 段248 號6 樓之2,"6F.-2, No. 248, Sec. 3, Nanjing E. Rd., Songshan Dist., Taipei City",第一金證券股務代理單位,02-25635711,台北市安和路1段27號6樓,7777,2024/10/15,ROTC,M9900 其他,,,,,,,能率亞洲資本,,,,,,,,,31B   創投,,,,,,,,,,,,,,,資誠聯合會計師事務所,馮敏娟,王菘澤,,2025/08/11,2025/12/22,OTC,2024/10/15,ROTC,,,M9900,其他,M31B,創投,M31B,創投,M9900,其他
7780,大研生醫*,Current ,TSE,2025/09/09,7780,02,12,ID 50784323,TW0007780009,02-23651380,02-23680058,https://www.daikenshop.com,ir@daiken.co,林東慶,林東慶,林東慶(董事長),,69,"810,024,170",1,NTD,2018/06/20,2024/10/18,2025/09/09,,2024/10/28,,158,,,,,,,,,M1200 食品工業,M17C 藥,M17C2 機能性食品,M1200 食品工業,2003 醫用生物製品製造業,保健食品之研發及銷售,,,2025/12:保健食品(100.00%),大研生醫國際,"Daiken Biomedical Co., Ltd.",大研生醫*,Daiken,台北市大安區羅斯福路3 段37號12樓,"12F., No. 37, Sec. 3, Roosevelt Rd., Da'an Dist., Taipei City",凱基證券股務代理單位,02-23892999,台北市重慶南路1段2號5樓,7780,2024/10/28,ROTC,M1200 食品工業,,,,,,,大研生醫國際,,,,,,,,,17C2  機能性食品,,,,,,,,,,,,,,,資誠聯合會計師事務所,胡智華,徐潔如,,2026/05/07,2025/09/09,TSE,2024/10/28,ROTC,,,M1200,食品工業,M17C,藥,M17C2,機能性食品,M1200,食品工業
7782,光速火箭,Current ,OTC,2025/10/28,7782,38,12,ID 65279724,TW0007782005,02-85228955,02-85228956,https://www.speeding-rocket.com,spokesman@speeding-rocket.com,陳冠愷,李冠霆,蘇志和(財會處處長),蘇志和(財會處處長),80,"232,130,000",10,NTD,2016/08/26,2024/10/14,,2025/10/28,2024/10/23,,32.5,,,,,,,,,M3800 居家生活,M29A 百貨批發,M29A9 其他零售,M3800 居家生活,4719 其他綜合商品零售業,品牌商品批發零售,電子商務平台服務,整體網路廣告行銷策略規劃,"2025/12:品牌商品批發零售(81.26%),電子商務平台服務(11.62%),整體網路廣告行銷策略規劃(6.60%)",光速火箭,"Speeding Rocket Co., Ltd.",光速火箭,Speeding Rocket,新北市新莊區富貴路568號6樓,"6 F., No. 568, Fugui Rd., Xinzhuang Dist., New Taipei City",群益金鼎證券股務代理單位,02-27023999,台北市敦化南路2段97號B2,7782,2024/10/23,ROTC,M3800 居家生活,,,,,,,光速火箭,,,,,,,,,29A9  其他零售,,,,,,,,,,,,,,,安侯建業聯合會計師事務所,黃明宏,楊雲筑,,2025/04/11,2025/10/28,OTC,2024/10/23,ROTC,,,M3800,居家生活,M29A,百貨批發,M29A9,其他零售,M3800,居家生活
7786,東方風能,Current ,TSE,2025/11/18,7786,35,12,ID 82964333,TW0007786006,04-22546965,04-22546911,https://www.dfo.com.tw/,investors.relations@dfo.com.tw,陳柏霖,陳柏霖,陳柏霖(執行長),202603起NA,247,"1,759,539,440",10,NTD,2019/07/29,2024/10/17,2025/11/18,,2024/10/25,,168,,,,,,,,,M3500 綠能環保,M26A 海運,M26A3 其他水運,M3500 綠能環保,5010 海洋水運業,船舶租賃、離岸風電工程管理、離岸風場長期運維等海事工程服務,,,"2025/12:船舶租賃(72.10%),客戶合約(27.90%)",東方風能科技,"Dong Fang Offshore Co., Ltd.",東方風能,DFO,台中市西屯區市政路386號23樓之1,"23F.-1, No. 386, Shizheng Rd., Xitun Dist., Taichung City",永豐金證券股務代理單位,02-23816288,台北市博愛路17號3樓,7786,2024/10/25,ROTC,M3500 綠能環保,,,,,,,東方風能科技,,,,,,,,,26A3  其他水運,,,,,,,,,,,,,,,資誠聯合會計師事務所,王菘澤,吳仁杰,,2026/05/13,2025/11/18,TSE,2024/10/25,ROTC,,,M3500,綠能環保,M26A,海運,M26A3,其他水運,M3500,綠能環保
7788,松川精密,Current ,TSE,2025/10/16,7788,28,12,ID 33923363,TW0007788002,02-86845332,02-86867379,https://www.songchuan.com/sc/,ir@songchuan.com.tw,王傳世,吳頌仁,吳頌仁(總經理),王祥安,996,"797,459,930",10,NTD,1974/07/20,2024/10/22,2025/10/16,,2024/10/30,,95,,,,,,,,,M2328 電子零組件,M23D 電子零組件,M23D9D 其他零組件,M2300 電子工業,2699 未分類其他電子零組件製造業,繼電器,,,"2025/12:新能源用繼電器(57.03%),通用繼電器(22.12%),汽車繼電器(20.85%)",松川精密,"Song Chuan Precision Co., Ltd.",松川精密,Song Chuan,新北市樹林區中華路377 號,"No. 377, Zhonghua Rd., Shulin Dist., New Taipei City",元大證券股務代理單位,02-25865859,台北市敦化南路2段67號B1,7788,2024/10/30,ROTC,M2328 電子零組件,,,,,,,松川精密,,,,,,,,,23D9A 沖壓零組件,23D9D 其他零組件,2026/07/01,,,,,,,,,,,,,安侯建業聯合會計師事務所,郭柔蘭,吳趙仁,,2025/03/13,2025/10/16,TSE,2024/10/30,ROTC,,,M2328,電子零組件,M23D,電子零組件,M23D9D,其他零組件,M2300,電子工業
7791,皇家可口,Current ,TSE,2025/10/28,7791,02,12,ID 22265497,TW0007791006,02-25351084,02-25352497,https://luckyroyal.com.tw/,lucky.royal@duroyal.com,周明芬,高長慶,周明芬(董事長),林詩芸(會計部資深經理),502,"800,000,000",10,NTD,1986/08/28,2024/11/18,2025/10/28,,2024/11/26,,72,,,,,,,,,M1200 食品工業,M12Z 其他食品,M12Z 其他食品,M1200 食品工業,0899 未分類其他食品製造業,冰品,急凍熟麵,,"2025/12:冰品(76.58%),食品(22.90%)",皇家可口,"Lucky Royal Co., Ltd.",皇家可口,Lucky Royal,台北市大同區重慶北路3 段338 號4 樓,"4F., No. 338, Sec. 3, Chongqing N. Rd., Datong Dist., Taipei City",凱基證券股務代理單位,02-23892999,台北市重慶南路1段2號5樓,7791,2024/11/26,ROTC,M1200 食品工業,,,,,,,皇家可口,可口企業,1986/08/28,,,,,,,12Z   其他食品,,,,,,,,,,,,,,,安侯建業聯合會計師事務所,黃采絹,吳仲舜,,2026/05/13,2025/10/28,TSE,2024/11/26,ROTC,,,M1200,食品工業,M12Z,其他食品,M12Z,其他食品,M1200,食品工業
7792,安葆,Current ,OTC,2026/01/28,7792,31,12,ID 84751639,TW0007792004,02-29108118,02-29106689,https://www.ampower.com.tw/,ir@ampower.com.tw,陳志復,陳志復,鄧美菁(財務長暨公司治理主管),鄧美菁(財務長暨公司治理主管),238,"466,620,000",10,NTD,1994/02/04,2024/10/04,,2026/01/28,2024/12/18,,133.8,,,,,,,,,M2331 其他電子業,M15B 電機製品,M15B2 機電工程,M2300 電子工業,4331 機電、電信及電路設備安裝業,再生能源自用發電設備業,能源技術服務業,發電、輸電、配電機械製造業,"2025/12:機電工程(86.23%),商品銷售(7.44%),勞務(6.34%)",安葆國際實業,AM-Power Machine International Enterpris,安葆,AM-Power,新北市新店區北新路3 段207 之5 號5 樓,"5F., No. 207-5, Sec. 3, Beixin Rd., Xindian Dist., New Taipei City",元大證券股務代理單位,02-25865859,台北市敦化南路2段67號B1,7792,2024/12/18,ROTC,M2331 其他電子業,,,,,,,安葆國際實業,,,,,,,,,15B2  機電工程,,,,,,,,,,,,,,,安侯建業聯合會計師事務所,黃采絹,黃柏淑,,2026/05/13,2026/01/28,OTC,2024/12/18,ROTC,,,M2331,其他電子業,M15B,電機製品,M15B2,機電工程,M2300,電子工業
7794,宏碁智新,Current ,OTC,2026/04/20,7794,38,12,ID 52380564,TW0007794000,02-89797900,02-26960388,https://www.acerpure.com/tw,ir.api@acerpure.com,侯知遠,高國書,高國書(總經理),許(木宛)茹(財會主管),28,"280,000,000",10,NTD,2016/10/24,2024/11/07,,2026/04/20,2024/11/15,,31,,,,,,,,,M3800 居家生活,M15C 家電製品,M15C1 家電,M3800 居家生活,2859 其他家用電器製造業,雲端科技軟硬體整合、智慧空氣品質解決方案、旅館與租賃管理服務,,,"2025/12:商品銷售(67.19%),旅宿及不動產租賃(31.11%)",宏碁智新,AcerPure Inc.,宏碁智新,API,台北市松山區復興北路369號7-5樓,"7 F.-5, No. 369, Fuxing N. Rd., Songshan Dist., Taipei City",台新綜合證券股務代理單位,02-25048125,台北市建國北路1段96號B1,7794,2024/11/15,ROTC,M3800 居家生活,,,,,,,宏碁智新,宏碁樂齡科技服務,2016/10/24,,,,,,,15C1  家電,,,,,,,,,,,,,,,資誠聯合會計師事務所,林永智,于智帆,,2024/05/20,2026/04/20,OTC,2024/11/15,ROTC,,,M3800,居家生活,M15C,家電製品,M15C1,家電,M3800,居家生活
7795,長廣,Current ,TSE,2026/01/16,7795,28,12,ID 90078176,TW0007795007,07-7879007,07-7879005,https://www.eternal-epm.com,epm@eternal-epm.com,廖恒寧,岩田和敏,吳志軒(經理),吳志軒(經理),63,"788,285,000",10,NTD,2022/10/21,2024/11/21,2026/01/16,,2024/11/29,,125,,,,,,,,,M2328 電子零組件,M23H 電子設備,M23H2 電子設備,M2300 電子工業,2928 電子及半導體生產用機械設備製造業,機械設備製造與銷售,電子零組件製造與銷售,機械設備安裝,"2025/12:設備(93.74%),膜材(5.76%),勞務(0.50%)",長廣精機,"Eternal Precision Mechanics Co., Ltd.",長廣,EPM,高雄市大寮區裕民街30號,"No. 30, Yumin St., Daliao Dist., Kaohsiung City",統一綜合證券股務代理單位,02-27463797,台北市東興路8號B1,7795,2024/11/29,ROTC,M2328 電子零組件,,,,,,,長廣精機,,,,,,,,,23H2  電子設備,,,,,,,,,,,,,,,勤業眾信聯合會計師事務所,王兆群,陳秀雯,,2024/09/02,2026/01/16,TSE,2024/11/29,ROTC,,,M2328,電子零組件,M23H,電子設備,M23H2,電子設備,M2300,電子工業
7799,禾榮科,Current ,TSE,2025/09/15,7799,22,12,ID 56914371,TW0007799009,03-5619366,03-6581820,https://www.heron-neutron.com/,ir@heron-neutron.com,許金榮,沈孝廉,王文振(財務長),王文振(財務長),111,"1,593,832,500",10,NTD,2017/08/08,2024/11/19,2025/09/15,,2024/11/27,,600,,,,,,,,,M1722 生技醫療業,M17G 醫療耗材,M17G2 手術與治療,M1700 化學生技醫療,3329 其他醫療器材及用品製造業,加速器硼中子捕獲癌症治療(AB-BNCT) 醫療設備,硼中子捕獲治療檢測及治療用藥,硼中子捕獲治療醫療設備維修維護,"2025/12:恩慈治療照射(56.94%),治療用含硼藥物(BPA)(43.06%)",禾榮科技,Heron Neutron Medical Corp.,禾榮科,HNMC,新竹縣竹北市生醫五路66之2 號,"No. 66-2, Shengyi 5th Rd., Zhubei City, Hsinchu County",富邦綜合證券股務代理單位,02-23611300,台北市許昌街17號11樓,7799,2024/11/27,ROTC,M1722 生技醫療業,,,,,,,禾榮科技,,,,,,,,,17G2  手術與治療,,,,,,,,,,,,,,,資誠聯合會計師事務所,李典易,白淑蒨,,2022/12/31,2025/09/15,TSE,2024/11/27,ROTC,,,M1722,生技醫療業,M17G,醫療耗材,M17G2,手術與治療,M1700,化學生技醫療
7803,雲象科技-創,Current ,TIB,2026/05/20,7803,22,12,ID 83470105,TW0007803009,02-27856892,02-77137997,https://www.aetherai.com/,pr@aetherai.com,葉肇元,葉肇元,葉肇元(總經理),,118,"944,128,880",10,NTD,2020/02/06,2024/11/15,,,2024/11/26,2026/05/20,23.12,,,,,,,,,M1722 生技醫療業,M17G 醫療耗材,M17G1 診斷與監測,M1700 化學生技醫療,2760 輻射及電子醫學設備製造業,數位病理平台之銷售,人工智慧輔助診斷系統之銷售,,"2025/12:數位病理平台(94.29%),人工智慧輔助診斷系統(5.71%)",雲象科技,"aetherAI Co., Ltd.",雲象科技-創,aetherAI,台北市南港區忠孝東路7段508號15樓、15樓之1,"15F., No. 508, Sec. 7, Zhongxiao E. Rd., Nangang Dist., Taipei City",元大證券股務代理單位,02-25865859,台北市敦化南路2段67號B1,7803,2024/11/26,ROTC,M1722 生技醫療業,,,,,,,雲象科技,雲河生醫,2020/02/06,,,,,,,17G1  診斷與監測,,,,,,,,,,,,,,,資誠聯合會計師事務所,林冠宏,周筱姿,,2024/05/20,2026/05/20,TIB,2024/11/26,ROTC,,,M1722,生技醫療業,M17G,醫療耗材,M17G1,診斷與監測,M1700,化學生技醫療
7805,威聯通,Current ,OTC,2025/12/22,7805,36,12,ID 80682695,TW0007805004,02-26412000,02-26410555,https://www.qnap.com,ir@qnap.com,張明智,劉文義,陳怡蓉(財務長),陳怡蓉(財務長),945,"397,501,220",10,NTD,2004/03/11,2024/11/18,,2025/12/22,2024/11/26,,558,,,,,,,,,M3600 數位雲端,M23A 電腦及週邊,M23A2 泛用電腦,M3600 數位雲端,2719 其他電腦週邊設備製造業,數據儲存解決方案銷售,,,"2025/12:SMB NAS(46.77%),Enterprise NAS(21.69%),飾品(14.38%),Consumer NAS(9.04%)",威聯通科技,"Qnap Systems, Inc.",威聯通,QNAP,新北市汐止區中興路22號2 樓,"2F., No. 22, Zhongxing Rd., Xizhi Dist., New Taipei City",群益金鼎證券股務代理單位,02-27023999,台北市敦化南路2段97號B2,7805,2024/11/26,ROTC,M2325 電腦及週邊設備業,M3600 數位雲端,2025/05/22,M2325 電腦及週邊設備業,2024/11/26,,,威聯通科技,,,,,,,,,23A2  泛用電腦,,,,,,,,,,,,,,,安侯建業聯合會計師事務所,韓沂璉,潘俊名,,2026/05/08,2025/12/22,OTC,2024/11/26,ROTC,,,M3600,數位雲端,M23A,電腦及週邊,M23A2,泛用電腦,M3600,數位雲端
7810,捷創科技,Current ,OTC,2025/12/23,7810,24,12,ID 27295674,TW0007810004,03-5638886,03-5638816,https://www.jtron-tech.com,ir@jtron-tech.com,林益民,林益民,鄭文吉(副總),,268,"202,500,000",10,NTD,2004/05/20,2024/12/25,,2025/12/23,2025/01/03,,85,,,,,,,,,M2324 半導體業,M23H 電子設備,M23H3 設備通路,M2300 電子工業,4642 電子、通訊設備及其零組件批發業,半導體設備服務及儀器維修,,,"2025/12:設備工程技術服務與維修(77.33%),代理與自有產品銷售(22.67%)",捷創科技,Jtron Technology Corporation,捷創科技,Jtron,新竹市東區關新里關新路27號6 樓之1,"6F.-1, No. 27, Guanxin Rd., East Dist., Hsinchu City",元大證券股務代理單位,02-25865859,台北市敦化南路2段67號B1,7810,2025/01/03,ROTC,M2324 半導體業,,,,,,,捷創科技,,,,,,,,,23H3  設備通路,,,,,,,,,,,,,,,勤業眾信聯合會計師事務所,陳明煇,溫智源,,2026/05/08,2025/12/23,OTC,2025/01/03,ROTC,,,M2324,半導體業,M23H,電子設備,M23H3,設備通路,M2300,電子工業
7811,民盛,Current ,OTC,2026/03/25,7811,37,12,ID 83063590,TW0007811002,02-87978668,02-87978228,https://www.minson.com.tw/,service@mail.minson.com.tw,許廷儀,張端揆,黃家茜(總經理室特別助理),黃湘茹(財會部經理),103,"333,770,000",10,NTD,2020/08/06,2024/12/26,,2026/03/25,2025/01/06,,95,,,,,,,,,M3700 運動休閒,M99K 鞋及旅行箱,M99K 鞋及旅行箱,M3700 運動休閒,1302 鞋類製造業,運動用之功能鞋及護具裝配生產製造,,,"2025/12:功能鞋(62.37%),護具(30.89%)",民盛應用企業,"Minson Integration, Inc.",民盛,Minson,台北市內湖區瑞光路168 號6 樓,"6F., No. 168, Ruiguang Rd., Neihu Dist., Taipei City",台新綜合證券股務代理單位,02-25048125,台北市建國北路1段96號B1,7811,2025/01/06,ROTC,M3700 運動休閒,,,,,,,民盛應用企業,,,,,,,,,99K   鞋及旅行箱,,,,,,,,,,,,,,,安永聯合會計師事務所,張巧穎,黃子評,,2025/10/17,2026/03/25,OTC,2025/01/06,ROTC,,,M3700,運動休閒,M99K,鞋及旅行箱,M99K,鞋及旅行箱,M3700,運動休閒
7814,海昌生技,Current ,OTC,2026/07/16,7814,22,12,ID 28540318,TW0007814006,04-23503535,04-23504567,https://www.biohorien.com,servicehorien@biohorien.com,蔡國田,何信裕,何信裕(總經理),,59,"450,000,000",10,NTD,2006/12/14,2024/12/31,,2026/07/16,2025/01/09,,32,,,,,,,,,M1722 生技醫療業,M17G 醫療耗材,M17G4 輔助與彌補,M1700 化學生技醫療,3329 其他醫療器材及用品製造業,膠原蛋白植入物相關產品之生產與銷售,生物技術研究、開發與服務,醫療器材產品製造、批發與銷售,2025/12:膠原蛋白植入物相關產品(91.38%),海昌生化科技,"Horien Biochemical Technology Co., Ltd.",海昌生技,HORIEN,台中市西屯區工業區38路210 號7 樓之5,"7F.-5, No. 210, Gongyequ 38th Rd., Xitun Dist., Taichung City",台新綜合證券股務代理單位,02-25048125,台北市建國北路1段96號B1,7814,2025/01/09,ROTC,M1722 生技醫療業,,,,,,,海昌生化科技,,,,,,,,,17G4  輔助與彌補,,,,,,,,,,,,,,,安侯建業聯合會計師事務所,陳明輝,寇惠植,,2025/08/12,2026/07/16,OTC,2025/01/09,ROTC,,,M1722,生技醫療業,M17G,醫療耗材,M17G4,輔助與彌補,M1700,化學生技醫療
7818,溢泰實業,Current ,TSE,2026/05/18,7818,35,12,ID 90765596,TW0007818007,08-7524736,08-7551584,https://www.kemflogroup.com,kemflogroup@kemflointernational.com.tw,林慶雄,林于鈞,林于鈞(集團執行長),,"1,152","1,679,460,000",10,NTD,1981/06/13,2025/01/17,2026/05/18,,2025/02/07,,70,,,,,,,,,M3500 綠能環保,M15C 家電製品,M15C1 家電,M3500 綠能環保,2859 其他家用電器製造業,淨水產品(家用、商用及游泳池等),金屬家具、車載設備及戶外產品,工業水處理,"2025/12:水資源產品(61.16%),金屬製品(35.07%),工業用水處理(3.68%)",溢泰實業,"Kemflo International Co., Ltd.",溢泰實業,KEMFLO,屏東縣屏東市環東街3 號,"No. 3, Huandong St., Pingtung City, Pingtung County",中國信託商業銀行股務代理單位,02-66365566,台北市重慶南路1段83號5樓,7818,2025/02/07,ROTC,M9900 其他,M3500 綠能環保,2026/05/18,M9900 其他,2025/01/03,,,溢泰實業,,,,,,,,,15C1  家電,,,,,,,,,,,,,,,勤業眾信聯合會計師事務所,王兆群,郭麗園,,2024/06/20,2026/05/18,TSE,2025/02/07,ROTC,,,M3500,綠能環保,M15C,家電製品,M15C1,家電,M3500,綠能環保
7819,精誠金融,Current ,OTC,2026/05/27,7819,30,12,ID 70560595,TW0007819005,02-23577711,02-23921777,https://www.systexfintech.com/,invest@systexfintech.com,楊世忠,黃華勇,黃華勇(總經理),,186,"252,635,000",10,NTD,2000/05/16,2025/01/15,,2026/05/27,2025/02/12,,50.5,,,,,,,,,M2330 資訊服務業,M23X 資訊服務,M23X1 系統整合,M2300 電子工業,6220 電腦諮詢及設備管理業,刷卡機端末設備、信用卡相關系統建置服務,刷卡機維運暨特店商化服務,第三方支付、電子發票加值中心,"2025/12:端末機設備(44.13%),端末機設備及系統維護(36.52%),信用卡收單系統軟體開發(15.36%)",精誠金融科技,Systex Fintech Corporation,精誠金融,Systex Fintech,台北市信義區市民大道6 段288 號5 樓之6,"5F.-6, No. 288, Sec. 6, Civic Blvd., Xinyi Dist., Taipei City",元大證券股務代理單位,02-25865859,台北市敦化南路2段67號B1,7819,2025/02/12,ROTC,M2330 資訊服務業,,,,,,,精誠金融科技,嘉利科技,2000/05/16,,,,,,,23X1  系統整合,,,,,,,,,,,,,,,勤業眾信聯合會計師事務所,許秀明,黃惠敏,,2025/02/05,2026/05/27,OTC,2025/02/12,ROTC,,,M2330,資訊服務業,M23X,資訊服務,M23X1,系統整合,M2300,電子工業
